question_index,question,group_type,group_value,n_answered,agree_pct,disagree_pct,dont_know_pct,mean_score,n_scored
3,"Tahaksin, et võiksin kooli lõpetamisele minna suvalistes riietes",School location,Väikelinnad/maakohad,176,0.1534090909090909,0.7784090909090909,0.06818181818181818,1.7134146341463414,164
4,Ma tunnen end nüüd täiskasvanuna,School location,Väikelinnad/maakohad,176,0.3181818181818182,0.44886363636363635,0.23295454545454544,2.3407407407407406,135
5,Vanemad inimesed on noortest igas asjas targemad.,School location,Väikelinnad/maakohad,176,0.045454545454545456,0.8863636363636364,0.06818181818181818,1.6585365853658536,164
6,"Mul on kõrini sellest, et kõik küsivad, mida ma pärast lõpetamist edasi teen.",School location,Väikelinnad/maakohad,176,0.7102272727272727,0.20454545454545456,0.07954545454545454,3.2422360248447206,161
7,"Mul pole õrna aimugi, kelleks ma tahan saada.",School location,Väikelinnad/maakohad,176,0.5056818181818182,0.4147727272727273,0.07954545454545454,2.654320987654321,162
8,Tegin enamiku kodutöid tehisaruga.,School location,Väikelinnad/maakohad,176,0.2897727272727273,0.6193181818181818,0.07954545454545454,2.10625,160
9,"Olen teeselnud tunnis, et sain õpetajast/tunni teemast aru",School location,Väikelinnad/maakohad,176,0.7215909090909091,0.21022727272727273,0.0625,3.0792682926829267,164
10,"Mõtlen pärast lõpetamist võtta vaheaasta, et töötada või puhata.",School location,Väikelinnad/maakohad,176,0.17613636363636365,0.5795454545454546,0.24431818181818182,1.894736842105263,133
12,Eestis tühistatakse inimesi liiga kergekäeliselt.,School location,Väikelinnad/maakohad,176,0.24431818181818182,0.26704545454545453,0.48295454545454547,2.466666666666667,90
13,Tahan nüüd endale tätoveeringu teha lasta.,School location,Väikelinnad/maakohad,176,0.4375,0.42045454545454547,0.14204545454545456,2.5298013245033113,151
14,Armastan käia metsas.,School location,Väikelinnad/maakohad,176,0.8238636363636364,0.10227272727272728,0.07386363636363637,3.361963190184049,163
15,Armastan käia seenel.,School location,Väikelinnad/maakohad,176,0.42045454545454547,0.4431818181818182,0.13636363636363635,2.4802631578947367,152
16,Mulle meeldib käia pidudel.,School location,Väikelinnad/maakohad,176,0.6704545454545454,0.26136363636363635,0.06818181818181818,2.951219512195122,164
17,Mulle meeldib teha sporti.,School location,Väikelinnad/maakohad,176,0.7670454545454546,0.13068181818181818,0.10227272727272728,3.2468354430379747,158
18,Ma hakkan gümnaasiumis käimist taga igatsema.,School location,Väikelinnad/maakohad,176,0.48863636363636365,0.2556818181818182,0.2556818181818182,2.7938931297709924,131
19,Poliitikud tunduvad mulle äärmiselt usaldusväärsed ja targad inimesed.,School location,Väikelinnad/maakohad,176,0.017045454545454544,0.9147727272727273,0.06818181818181818,1.6524390243902438,164
20,Eesti on salliv riik eri rahvuste suhtes.,School location,Väikelinnad/maakohad,176,0.36363636363636365,0.45454545454545453,0.18181818181818182,2.3819444444444446,144
21,Eesti on salliv riik seksuaalvähemuste suhtes.,School location,Väikelinnad/maakohad,176,0.19318181818181818,0.5284090909090909,0.2727272727272727,2.1023622047244093,127
22,Eesti võiks olla konservatiivsem.,School location,Väikelinnad/maakohad,176,0.17045454545454544,0.4659090909090909,0.3522727272727273,1.9464285714285714,112
23,"Olen uhke, et olen eestlane.",School location,Väikelinnad/maakohad,176,0.8352272727272727,0.0625,0.10227272727272728,3.3987341772151898,158
24,"Pean loomulikuks, et inimene võib ise määratleda, mis soost ta on.",School location,Väikelinnad/maakohad,176,0.42613636363636365,0.375,0.18181818181818182,2.617021276595745,141
25,Eestis peaks olema rohkem unisex-WC-sid.,School location,Väikelinnad/maakohad,176,0.24431818181818182,0.4602272727272727,0.29545454545454547,2.129032258064516,124
26,"Võimekas juht võib olla nii naine kui mees. Loevad oskused, mitte sugu.",School location,Väikelinnad/maakohad,176,0.9772727272727273,0.011363636363636364,0.005681818181818182,3.925287356321839,174
27,"Kokkama, koristama ja pesu pesema peavad koos elavad inimesed võrdselt, sõltumata soost.",School location,Väikelinnad/maakohad,176,0.8977272727272727,0.022727272727272728,0.07954545454545454,3.7901234567901234,162
28,"Nõusolek on see, kui ma ütlen „jah”, mitte see, kui ma ei öelnud „ei”.",School location,Väikelinnad/maakohad,176,0.9545454545454546,0.011363636363636364,0.03409090909090909,3.7823529411764705,170
29,Laste saamine on iga täiskasvanud kodaniku vastutus oma rahvuse säilimise nimel.,School location,Väikelinnad/maakohad,176,0.23295454545454544,0.5568181818181818,0.20454545454545456,2.0431654676258995,139
30,Keskkonnahoid on mulle olulisem kui majanduskasv.,School location,Väikelinnad/maakohad,176,0.42613636363636365,0.1875,0.3806818181818182,2.8703703703703702,108
31,Eesti tegeleb kliimakriisi leevendamisega piisavalt.,School location,Väikelinnad/maakohad,176,0.21022727272727273,0.38636363636363635,0.4034090909090909,2.380952380952381,105
32,Jalakäijate turvalisuse huvides võiks olla linnades autode kiiruspiirang 30 km/h.,School location,Väikelinnad/maakohad,176,0.13068181818181818,0.7329545454545454,0.13636363636363635,1.855263157894737,152
33,Linnades võiks olla rohkem puid ja põõsaid.,School location,Väikelinnad/maakohad,176,0.9147727272727273,0.028409090909090908,0.056818181818181816,3.5240963855421685,166
34,Eestis on igas maakonnas ja linnas võimalik täisväärtuslikku elu elada.,School location,Väikelinnad/maakohad,176,0.32954545454545453,0.4715909090909091,0.19886363636363635,2.354609929078014,141
35,Olen valmis vajadusel Eesti kaitsmiseks relva haarama.,School location,Väikelinnad/maakohad,176,0.30113636363636365,0.4090909090909091,0.2840909090909091,2.384,125
36,Mul on kindel seisukoht Ukraina-Venemaa sõjas.,School location,Väikelinnad/maakohad,176,0.7784090909090909,0.056818181818181816,0.14772727272727273,3.45578231292517,147
37,Mul on kindel seisukoht Iisraeli-Palestiina konfliktis.,School location,Väikelinnad/maakohad,176,0.4034090909090909,0.13636363636363635,0.44886363636363635,3.0105263157894737,95
38,Romantiline suhe on minu jaoks oluline osa elust.,School location,Väikelinnad/maakohad,176,0.8181818181818182,0.11363636363636363,0.06818181818181818,3.341463414634146,164
39,Näen abiellumist olulise ja loomuliku osana oma tulevikust.,School location,Väikelinnad/maakohad,176,0.6079545454545454,0.25,0.14204545454545456,2.9072847682119205,151
40,Soovin kindlasti tulevikus saada lapsi.,School location,Väikelinnad/maakohad,176,0.625,0.18181818181818182,0.1875,3.084507042253521,142
41,Tahaks tulevikus pigem koera või kassi kui last.,School location,Väikelinnad/maakohad,176,0.3409090909090909,0.42613636363636365,0.23295454545454544,2.5037037037037035,135
42,"Minu jaoks on tulevikus oluline just Eesti riigis oma pere luua, mitte välismaal.",School location,Väikelinnad/maakohad,176,0.32954545454545453,0.35795454545454547,0.3125,2.512396694214876,121
43,Minu jaoks on üürikorteris elada sama hea kui endale (pangalaenuga) ostetud kodus.,School location,Väikelinnad/maakohad,176,0.19886363636363635,0.5056818181818182,0.29545454545454547,2.064516129032258,124
44,Kavatsen elada ema ja/või isaga koos nii kaua kui võimalik.,School location,Väikelinnad/maakohad,176,0.14204545454545456,0.6988636363636364,0.1590909090909091,1.8310810810810811,148
45,Tahan tulevikus pigem üksinda elada.,School location,Väikelinnad/maakohad,176,0.3977272727272727,0.4034090909090909,0.19886363636363635,2.5390070921985815,141
46,Elaksin tulevikus meelsasti koos sõpradega.,School location,Väikelinnad/maakohad,176,0.44886363636363635,0.3409090909090909,0.21022727272727273,2.5755395683453237,139
47,Mul peaks olema tulevikus isiklik sõiduauto.,School location,Väikelinnad/maakohad,176,0.8238636363636364,0.11363636363636363,0.0625,3.4242424242424243,165
48,Näen end tulevikus elamas väljaspool Eesti suuremaid linnasid.,School location,Väikelinnad/maakohad,176,0.5227272727272727,0.20454545454545456,0.2727272727272727,2.9375,128
49,Näen end tulevikus elamas maapiirkonnas.,School location,Väikelinnad/maakohad,176,0.5113636363636364,0.2159090909090909,0.2727272727272727,2.875,128
50,Näen end tulevikus elamas välismaal.,School location,Väikelinnad/maakohad,176,0.4772727272727273,0.21022727272727273,0.3125,2.8181818181818183,121
51,"Minu jaoks on kõige olulisem selline koolide edetabel, mis näitab, kui õnnelikud on sealsed õpilased.",School location,Väikelinnad/maakohad,176,0.6363636363636364,0.16477272727272727,0.19318181818181818,3.00709219858156,141
52,Kutsekool on edasiõppimiseks sama hea valik kui kõrgkool.,School location,Väikelinnad/maakohad,176,0.6647727272727273,0.24431818181818182,0.09090909090909091,2.96875,160
53,Minu kooli õpetajad on targad ja inspireerivad.,School location,Väikelinnad/maakohad,176,0.7329545454545454,0.10795454545454546,0.14772727272727273,3.141891891891892,148
54,Kujutan end ette üheksast viieni kontoris töötamas.,School location,Väikelinnad/maakohad,176,0.10795454545454546,0.7215909090909091,0.17045454545454544,1.6986301369863013,146
55,"Kujutan end ette tegemas üheksast viieni oskustööd (nt juuksur, ehitaja, elektrik).",School location,Väikelinnad/maakohad,176,0.3181818181818182,0.4772727272727273,0.20454545454545456,2.242857142857143,140
56,Kodukontor ja paindlik tööaeg on elementaarne.,School location,Väikelinnad/maakohad,176,0.8011363636363636,0.0625,0.13636363636363635,3.289473684210526,152
57,Valin töö pigem palga kui kutsumuse järgi.,School location,Väikelinnad/maakohad,176,0.3409090909090909,0.45454545454545453,0.20454545454545456,2.35,140
59,Alkohol on sama ohtlik kui enamik narkootikume.,School location,Väikelinnad/maakohad,176,0.5965909090909091,0.3068181818181818,0.09659090909090909,2.911949685534591,159
60,Narkootikumide tarvitamine on noorte seas tavaline.,School location,Väikelinnad/maakohad,176,0.4659090909090909,0.22727272727272727,0.30113636363636365,2.7049180327868854,122
61,Alkoholi joomine on noorte seas tavaline.,School location,Väikelinnad/maakohad,176,0.9545454545454546,0.028409090909090908,0.017045454545454544,3.53757225433526,173
62,Olen tundnud puudust vaimse tervise abist.,School location,Väikelinnad/maakohad,176,0.4943181818181818,0.3352272727272727,0.16477272727272727,2.719178082191781,146
63,"Pean oluliseks, et kõik inimesed vaktsineeriksid ennast, et vanad haigused ei tuleks tagasi.",School location,Väikelinnad/maakohad,176,0.6590909090909091,0.11363636363636363,0.21022727272727273,3.2794117647058822,136
64,Noortel on keeruline paarisuhteid luua.,School location,Väikelinnad/maakohad,176,0.48863636363636365,0.30113636363636365,0.21022727272727273,2.7338129496402876,139
65,Üheöösuhted on noorte seas tavalised.,School location,Väikelinnad/maakohad,176,0.32954545454545453,0.25,0.42045454545454547,2.6176470588235294,102
66,Enamik noori leiab partneri mõnest kohtinguäpist.,School location,Väikelinnad/maakohad,176,0.2727272727272727,0.32954545454545453,0.3977272727272727,2.4716981132075473,106
67,Mind on seksuaalselt ahistatud täisealise poolt.,School location,Väikelinnad/maakohad,176,0.14772727272727273,0.7670454545454546,0.05113636363636364,1.4906832298136645,161
1,"Tulevik tundub mulle äge, ootan seda põnevusega!",Gender,Ei soovi avaldada,4,0.5,0.0,0.5,3.5,2
2,Tulevik hirmutab mind,Gender,Ei soovi avaldada,4,0.75,0.25,0.0,2.75,4
3,"Tahaksin, et võiksin kooli lõpetamisele minna suvalistes riietes",Gender,Ei soovi avaldada,4,0.25,0.5,0.25,2.3333333333333335,3
4,Ma tunnen end nüüd täiskasvanuna,Gender,Ei soovi avaldada,4,0.5,0.25,0.25,2.6666666666666665,3
5,Vanemad inimesed on noortest igas asjas targemad.,Gender,Ei soovi avaldada,4,0.0,1.0,0.0,1.75,4
6,"Mul on kõrini sellest, et kõik küsivad, mida ma pärast lõpetamist edasi teen.",Gender,Ei soovi avaldada,4,0.5,0.25,0.25,3.0,3
7,"Mul pole õrna aimugi, kelleks ma tahan saada.",Gender,Ei soovi avaldada,4,0.5,0.5,0.0,2.5,4
8,Tegin enamiku kodutöid tehisaruga.,Gender,Ei soovi avaldada,4,0.0,1.0,0.0,1.25,4
9,"Olen teeselnud tunnis, et sain õpetajast/tunni teemast aru",Gender,Ei soovi avaldada,4,0.5,0.5,0.0,2.5,4
10,"Mõtlen pärast lõpetamist võtta vaheaasta, et töötada või puhata.",Gender,Ei soovi avaldada,4,0.25,0.5,0.25,2.0,3
12,Eestis tühistatakse inimesi liiga kergekäeliselt.,Gender,Ei soovi avaldada,4,0.25,0.25,0.5,3.0,2
13,Tahan nüüd endale tätoveeringu teha lasta.,Gender,Ei soovi avaldada,4,0.75,0.0,0.25,3.6666666666666665,3
14,Armastan käia metsas.,Gender,Ei soovi avaldada,4,1.0,0.0,0.0,3.75,4
15,Armastan käia seenel.,Gender,Ei soovi avaldada,4,0.25,0.5,0.25,2.6666666666666665,3
16,Mulle meeldib käia pidudel.,Gender,Ei soovi avaldada,4,0.5,0.5,0.0,2.25,4
17,Mulle meeldib teha sporti.,Gender,Ei soovi avaldada,4,0.5,0.25,0.25,3.0,3
18,Ma hakkan gümnaasiumis käimist taga igatsema.,Gender,Ei soovi avaldada,4,0.75,0.25,0.0,3.0,4
19,Poliitikud tunduvad mulle äärmiselt usaldusväärsed ja targad inimesed.,Gender,Ei soovi avaldada,4,0.25,0.5,0.25,2.3333333333333335,3
20,Eesti on salliv riik eri rahvuste suhtes.,Gender,Ei soovi avaldada,4,0.5,0.5,0.0,2.5,4
21,Eesti on salliv riik seksuaalvähemuste suhtes.,Gender,Ei soovi avaldada,4,0.0,0.75,0.0,2.0,3
22,Eesti võiks olla konservatiivsem.,Gender,Ei soovi avaldada,4,0.0,0.75,0.25,1.3333333333333333,3
23,"Olen uhke, et olen eestlane.",Gender,Ei soovi avaldada,4,0.75,0.25,0.0,3.0,4
24,"Pean loomulikuks, et inimene võib ise määratleda, mis soost ta on.",Gender,Ei soovi avaldada,4,0.75,0.25,0.0,3.25,4
25,Eestis peaks olema rohkem unisex-WC-sid.,Gender,Ei soovi avaldada,4,0.75,0.0,0.25,3.3333333333333335,3
26,"Võimekas juht võib olla nii naine kui mees. Loevad oskused, mitte sugu.",Gender,Ei soovi avaldada,4,1.0,0.0,0.0,4.0,4
27,"Kokkama, koristama ja pesu pesema peavad koos elavad inimesed võrdselt, sõltumata soost.",Gender,Ei soovi avaldada,4,0.75,0.25,0.0,3.5,4
28,"Nõusolek on see, kui ma ütlen „jah”, mitte see, kui ma ei öelnud „ei”.",Gender,Ei soovi avaldada,4,1.0,0.0,0.0,4.0,4
29,Laste saamine on iga täiskasvanud kodaniku vastutus oma rahvuse säilimise nimel.,Gender,Ei soovi avaldada,4,0.0,0.75,0.25,1.6666666666666667,3
30,Keskkonnahoid on mulle olulisem kui majanduskasv.,Gender,Ei soovi avaldada,4,0.5,0.0,0.5,3.0,2
31,Eesti tegeleb kliimakriisi leevendamisega piisavalt.,Gender,Ei soovi avaldada,4,0.25,0.75,0.0,2.0,4
32,Jalakäijate turvalisuse huvides võiks olla linnades autode kiiruspiirang 30 km/h.,Gender,Ei soovi avaldada,4,0.0,0.5,0.5,2.0,2
33,Linnades võiks olla rohkem puid ja põõsaid.,Gender,Ei soovi avaldada,4,1.0,0.0,0.0,3.5,4
34,Eestis on igas maakonnas ja linnas võimalik täisväärtuslikku elu elada.,Gender,Ei soovi avaldada,4,0.25,0.75,0.0,2.25,4
35,Olen valmis vajadusel Eesti kaitsmiseks relva haarama.,Gender,Ei soovi avaldada,4,0.0,0.25,0.75,2.0,1
36,Mul on kindel seisukoht Ukraina-Venemaa sõjas.,Gender,Ei soovi avaldada,4,1.0,0.0,0.0,3.75,4
37,Mul on kindel seisukoht Iisraeli-Palestiina konfliktis.,Gender,Ei soovi avaldada,4,0.5,0.5,0.0,3.0,4
38,Romantiline suhe on minu jaoks oluline osa elust.,Gender,Ei soovi avaldada,4,0.5,0.5,0.0,2.5,4
39,Näen abiellumist olulise ja loomuliku osana oma tulevikust.,Gender,Ei soovi avaldada,4,0.25,0.75,0.0,2.0,4
40,Soovin kindlasti tulevikus saada lapsi.,Gender,Ei soovi avaldada,4,0.5,0.25,0.25,3.0,3
41,Tahaks tulevikus pigem koera või kassi kui last.,Gender,Ei soovi avaldada,4,0.75,0.25,0.0,3.0,4
42,"Minu jaoks on tulevikus oluline just Eesti riigis oma pere luua, mitte välismaal.",Gender,Ei soovi avaldada,4,0.25,0.5,0.25,1.6666666666666667,3
43,Minu jaoks on üürikorteris elada sama hea kui endale (pangalaenuga) ostetud kodus.,Gender,Ei soovi avaldada,4,0.5,0.25,0.25,2.6666666666666665,3
44,Kavatsen elada ema ja/või isaga koos nii kaua kui võimalik.,Gender,Ei soovi avaldada,4,0.0,0.75,0.25,1.6666666666666667,3
45,Tahan tulevikus pigem üksinda elada.,Gender,Ei soovi avaldada,4,0.75,0.0,0.25,3.3333333333333335,3
46,Elaksin tulevikus meelsasti koos sõpradega.,Gender,Ei soovi avaldada,4,0.25,0.5,0.25,2.3333333333333335,3
47,Mul peaks olema tulevikus isiklik sõiduauto.,Gender,Ei soovi avaldada,4,0.25,0.25,0.5,2.5,2
48,Näen end tulevikus elamas väljaspool Eesti suuremaid linnasid.,Gender,Ei soovi avaldada,4,0.25,0.25,0.5,2.5,2
49,Näen end tulevikus elamas maapiirkonnas.,Gender,Ei soovi avaldada,4,0.25,0.75,0.0,2.25,4
50,Näen end tulevikus elamas välismaal.,Gender,Ei soovi avaldada,4,0.75,0.0,0.25,3.3333333333333335,3
51,"Minu jaoks on kõige olulisem selline koolide edetabel, mis näitab, kui õnnelikud on sealsed õpilased.",Gender,Ei soovi avaldada,4,0.25,0.5,0.25,2.3333333333333335,3
52,Kutsekool on edasiõppimiseks sama hea valik kui kõrgkool.,Gender,Ei soovi avaldada,4,0.75,0.25,0.0,2.75,4
53,Minu kooli õpetajad on targad ja inspireerivad.,Gender,Ei soovi avaldada,4,0.75,0.0,0.25,3.6666666666666665,3
54,Kujutan end ette üheksast viieni kontoris töötamas.,Gender,Ei soovi avaldada,4,0.5,0.25,0.25,3.0,3
55,"Kujutan end ette tegemas üheksast viieni oskustööd (nt juuksur, ehitaja, elektrik).",Gender,Ei soovi avaldada,4,0.25,0.25,0.5,2.5,2
56,Kodukontor ja paindlik tööaeg on elementaarne.,Gender,Ei soovi avaldada,4,1.0,0.0,0.0,3.25,4
57,Valin töö pigem palga kui kutsumuse järgi.,Gender,Ei soovi avaldada,4,0.5,0.25,0.25,2.6666666666666665,3
59,Alkohol on sama ohtlik kui enamik narkootikume.,Gender,Ei soovi avaldada,4,0.5,0.5,0.0,2.25,4
60,Narkootikumide tarvitamine on noorte seas tavaline.,Gender,Ei soovi avaldada,4,0.5,0.0,0.5,3.0,2
61,Alkoholi joomine on noorte seas tavaline.,Gender,Ei soovi avaldada,4,0.75,0.25,0.0,2.75,4
62,Olen tundnud puudust vaimse tervise abist.,Gender,Ei soovi avaldada,4,0.75,0.25,0.0,2.75,4
63,"Pean oluliseks, et kõik inimesed vaktsineeriksid ennast, et vanad haigused ei tuleks tagasi.",Gender,Ei soovi avaldada,4,0.75,0.25,0.0,3.25,4
64,Noortel on keeruline paarisuhteid luua.,Gender,Ei soovi avaldada,4,0.25,0.25,0.5,2.5,2
65,Üheöösuhted on noorte seas tavalised.,Gender,Ei soovi avaldada,4,0.25,0.5,0.25,2.3333333333333335,3
66,Enamik noori leiab partneri mõnest kohtinguäpist.,Gender,Ei soovi avaldada,4,0.25,0.25,0.5,2.5,2
67,Mind on seksuaalselt ahistatud täisealise poolt.,Gender,Ei soovi avaldada,4,0.25,0.5,0.25,2.3333333333333335,3
1,"Tulevik tundub mulle äge, ootan seda põnevusega!",Gender,Mees,96,0.8541666666666666,0.052083333333333336,0.09375,3.3793103448275863,87
2,Tulevik hirmutab mind,Gender,Mees,96,0.5520833333333334,0.3333333333333333,0.11458333333333333,2.7411764705882353,85
3,"Tahaksin, et võiksin kooli lõpetamisele minna suvalistes riietes",Gender,Mees,96,0.14583333333333334,0.7916666666666666,0.052083333333333336,1.7555555555555555,90
4,Ma tunnen end nüüd täiskasvanuna,Gender,Mees,96,0.40625,0.375,0.21875,2.5733333333333333,75
5,Vanemad inimesed on noortest igas asjas targemad.,Gender,Mees,96,0.10416666666666667,0.8645833333333334,0.03125,1.6451612903225807,93
6,"Mul on kõrini sellest, et kõik küsivad, mida ma pärast lõpetamist edasi teen.",Gender,Mees,96,0.53125,0.375,0.09375,2.7126436781609193,87
7,"Mul pole õrna aimugi, kelleks ma tahan saada.",Gender,Mees,96,0.2708333333333333,0.6458333333333334,0.08333333333333333,2.1818181818181817,88
8,Tegin enamiku kodutöid tehisaruga.,Gender,Mees,96,0.23958333333333334,0.6979166666666666,0.0625,1.9555555555555555,90
9,"Olen teeselnud tunnis, et sain õpetajast/tunni teemast aru",Gender,Mees,96,0.6458333333333334,0.28125,0.0625,2.764044943820225,89
10,"Mõtlen pärast lõpetamist võtta vaheaasta, et töötada või puhata.",Gender,Mees,96,0.10416666666666667,0.7291666666666666,0.16666666666666666,1.5125,80
12,Eestis tühistatakse inimesi liiga kergekäeliselt.,Gender,Mees,96,0.16666666666666666,0.28125,0.5416666666666666,2.2790697674418605,43
13,Tahan nüüd endale tätoveeringu teha lasta.,Gender,Mees,96,0.2708333333333333,0.6770833333333334,0.052083333333333336,1.9230769230769231,91
14,Armastan käia metsas.,Gender,Mees,96,0.8020833333333334,0.10416666666666667,0.09375,3.2988505747126435,87
15,Armastan käia seenel.,Gender,Mees,96,0.40625,0.4583333333333333,0.13541666666666666,2.36144578313253,83
16,Mulle meeldib käia pidudel.,Gender,Mees,96,0.59375,0.3020833333333333,0.10416666666666667,2.8488372093023258,86
17,Mulle meeldib teha sporti.,Gender,Mees,96,0.8854166666666666,0.0625,0.052083333333333336,3.5274725274725274,91
18,Ma hakkan gümnaasiumis käimist taga igatsema.,Gender,Mees,96,0.5416666666666666,0.22916666666666666,0.22916666666666666,2.864864864864865,74
19,Poliitikud tunduvad mulle äärmiselt usaldusväärsed ja targad inimesed.,Gender,Mees,96,0.020833333333333332,0.8541666666666666,0.125,1.6904761904761905,84
20,Eesti on salliv riik eri rahvuste suhtes.,Gender,Mees,96,0.4895833333333333,0.34375,0.16666666666666666,2.575,80
21,Eesti on salliv riik seksuaalvähemuste suhtes.,Gender,Mees,96,0.3125,0.4270833333333333,0.2604166666666667,2.380281690140845,71
22,Eesti võiks olla konservatiivsem.,Gender,Mees,96,0.3229166666666667,0.4375,0.22916666666666666,2.219178082191781,73
23,"Olen uhke, et olen eestlane.",Gender,Mees,96,0.8541666666666666,0.09375,0.041666666666666664,3.5274725274725274,91
24,"Pean loomulikuks, et inimene võib ise määratleda, mis soost ta on.",Gender,Mees,96,0.3958333333333333,0.4479166666666667,0.14583333333333334,2.4444444444444446,81
25,Eestis peaks olema rohkem unisex-WC-sid.,Gender,Mees,96,0.25,0.4479166666666667,0.3020833333333333,2.208955223880597,67
26,"Võimekas juht võib olla nii naine kui mees. Loevad oskused, mitte sugu.",Gender,Mees,96,0.9375,0.052083333333333336,0.010416666666666666,3.705263157894737,95
